ticker,name,role,education_secondary,education_bachelor,education_master,education_doctoral,education_level_unknown,has_mba_emba,has_foreign_education,has_professional_retraining,has_law_education,has_economics_education,publications_count,publications_count_is_lower_bound,has_research_experience,research_experience_years,patents_count,patents_count_is_lower_bound,experience_years_same_sector,experience_years_same_industry,experience_years_same_industry_group,professional_experience_years,has_experience_same_sector,has_experience_same_industry,has_experience_same_industry_group,has_other_company_management,current_company_experience_years,is_ceo
SOFL,Станислав Халиков,Директор Софтлайн финанс,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,False
SPBE,Aleksey Dmitriyevich Skorodumov,"CSV role: Director/Board Member; MarketScreener company page did not list him, but an independently-fetched Letopis biography confirms SPB Exchange board membership from 2019; no source specifically confirms a 2024 seat, so 2024 currency stays caveated",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,16,6,6,25,1,1,1,1,6,False
SPBE,Alexander Tarabtsev,"CSV role: Treasurer; MarketScreener profile: Head of Fixed Income, Repo & Treasury",0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,4,4,4,6,1,1,1,1,4,False
SPBE,Alexander Valentinovich Chmel,CSV role: Director/Board Member; 2024 current board status uncertain because issuer governance changed in January 2024,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,4,4,4,22,1,1,1,1,4,False
SPBE,Dmitry Anatolevich Panchenko,CSV role: Director/Board Member; 2024 current board status uncertain because issuer governance changed in January 2024,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,8,8,8,16,1,1,1,1,5,False
SPBE,Eric Berthelot,CSV role: Director/Board Member; 2024 current board status uncertain because issuer governance changed in January 2024,0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0.0,0,16,6,6,16,1,1,1,1,4,False
SPBE,Evgeny Serdyukov,"Генеральный директор ПАО ""СПБ Биржа"" в контексте 2024 года; в исходных строках CSV отсутствует",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,5,5,5,5,1,1,1,0,5,True
SPBE,Ivan Alexandrovich Tyryshkin,"CSV role: Director/Board Member. Quality-pass round (2026-08-01): TAdviser and Letopis (fetched directly) confirm he was chairman of the SPB Exchange board only from 16.03.2022 to 29.06.2022, and left the board on that date -- i.e. he was NOT an SPB Exchange director/chairman by 2024, so the CSV's 2024 listing appears stale rather than merely 'uncertain'.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,11,11,11,14,1,1,1,1,4,False
SPBE,Jacques der Megredichyan,CSV role: Chairman; 2024 current board status uncertain because issuer governance changed in January 2024,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0.0,0,45,34,34,45,1,1,1,1,6,False
SPBE,Mikhail Ivanov,CSV role: Sales & Marketing; MarketScreener profile: Head of Marketing & Communication Department / Public Communications Contact,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,6,1,1,1,1,6,False
SPBE,Oleg Vladimirovich Mikhasenko,CSV role: Director/Board Member; 2024 current board status uncertain because issuer governance changed in January 2024,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,15,6,6,15,1,1,1,1,6,False
SPBE,Pavel Krupnov,CSV role: Director of Finance/CFO; 2024 role independently confirmed only by MarketScreener-style secondary governance data,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,14,14,14,14,1,1,1,1,6,False
SPBE,Pavel Vladimirovich Sokolov,CSV role: Director/Board Member; 2024 current board status uncertain because issuer governance changed in January 2024,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,5,5,5,18,1,1,1,1,5,False
SPBE,Roman Yuryevich Goryunov,CSV roles: Chief Executive Officer; Chairman. 2024 validation: role as CEO/board chairman is not treated as current because sources indicate transition to Evgeny Serdyukov in November 2023.,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,25,25,25,27,1,1,1,1,12,False
SPBE,Sergei Kalinin,CSV role: Chief Operating Officer; MarketScreener profile: Head-Operations at SPB Exchange and COO at NP RTS,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,13,13,13,20,1,1,1,1,7,False
SPBE,Sergey Mikhaylovich Rybakov,"CSV role: Director/Board Member; MarketScreener: independent director since 2018; Letopis biography confirms he was still an SPB Exchange board member in 2021 and a Moscow Exchange Stock Market Committee member 2020-2022, but no source confirms a specific 2024 board seat, so 2024 current status remains caveated because issuer governance changed in January 2024",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,30,27,27,30,1,1,1,1,3,False
SVAV,Adil Shamil Ogly Shirinov,Chairman of the Board of Directors,0,0,0,1,0,1,0,0,0,1,1.0,1,1,0,0.0,0,29,29,29,35,1,1,1,0,6,False
SVAV,Elena Nishanova,Investor Relations Contact; Head of Corporate Reporting and Investor Relations,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,29,29,29,38,1,1,1,1,10,False
SVAV,Goy Tatiana,Director/Board Member,0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0.0,0,9,9,9,9,1,1,1,1,3,False
SVAV,Lyudmila Viktorovna Afanasyeva,Comptroller/Controller/Auditor; Chief Accountant,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,13,5,13,13,1,1,1,0,5,False
SVAV,Nikolay Sobolev,Chief Executive Officer; Director/Board Member,0,0,0,1,0,1,1,0,0,1,0.0,0,1,0,0.0,0,40,40,40,46,1,1,1,1,26,True
SVAV,Viktor Mikhaylovich Khvesenya,General Counsel / Director-Legal Affairs; Director/Board Member,0,0,1,0,0,0,1,0,1,0,0.0,0,0,0,0.0,0,15,15,15,40,1,1,1,1,15,False
SVAV,Vladislav Baumgertner,Director/Board Member,0,0,1,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,2,2,2,25,1,1,1,1,2,False
SVAV,Zoya Kaika,Deputy General Director; Director/Board Member; Corporate Officer/Principal,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,34,28,34,36,1,1,1,1,13,False
SVCB,Aleksey Fisun,Director/Board Member,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,12,12,12,12,1,1,1,0,12,False
SVCB,Braverman Anatoly Aleksandrovich,Director/Board Member,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,16,4,4,16,1,1,1,1,4,False
SVCB,Dmitry Vladimirovich Gusev,Chief Executive Officer; Director/Board Member,0,0,0,1,0,0,0,0,1,1,0.0,0,0,0,0.0,0,15,15,15,27,1,1,1,1,15,True
SVCB,Dmitry Vladimirovich Khotimskiy,Chief Investment Officer; Director/Board Member,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,16,16,16,16,1,1,1,0,16,False
SVCB,Elena Alexandrovna Cherstvova,Corporate Officer/Principal,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,11,11,11,11,1,1,1,0,11,False
SVCB,Joel Raymond Lautier,Director/Board Member,0,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0.0,0,18,3,3,18,1,1,1,1,3,False
SVCB,Mikhail Kuchment,Chairman,0,0,1,0,0,1,0,0,0,1,0.0,0,0,0,0.0,0,10,10,10,34,1,1,1,1,10,False
SVCB,Mikhail Olegovich Avtukhov,Corporate Officer/Principal,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,16,16,16,16,1,1,1,1,10,False
SVCB,Mikhail Vasilyevich Klyukin,Director/Board Member,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,13,13,13,13,1,1,1,0,13,False
SVCB,Nikolay Narayan Varma,Director/Board Member,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
SVCB,Pavel Barchugov,Corporate Officer/Principal,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,32,32,32,32,1,1,1,1,0,False
SVCB,Regina von Fleming,Director/Board Member,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,5,5,5,5,1,1,1,1,5,False
SVCB,Sergey Nikolaevich Bondarovich,Director/Board Member,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
T,Александр Борисович Лебединский,"Член совета директоров МКПАО ""Т-Технологии""",0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
T,Александр Ильич Исаев,"Член совета директоров МКПАО ""Т-Технологии""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,1,2,False
T,Алексей Владимирович Малиновский,"Председатель совета директоров МКПАО ""Т-Технологии""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,15,15,15,20,1,1,1,1,1,False
T,Артём Игоревич Лебедев,"Член совета директоров МКПАО ""Т-Технологии""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
T,Валерия Александровна Павлюкова,"Член совета директоров МКПАО ""Т-Технологии""",0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,16,1,1,16,1,1,1,1,1,False
T,Илья Николаевич Писемский,"Член совета директоров МКПАО ""Т-Технологии""",0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0.0,0,13,1,1,21,1,1,1,1,1,False
T,Сергей Леонидович Батехин,"Член совета директоров МКПАО ""Т-Технологии""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
T,Станислав Викторович Близнюк,"Президент группы ""Т-Технологии""; CEO-equivalent по локальному годовому отчету",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,21,1,1,21,1,1,1,1,1,True
T,Татьяна Борисовна Кузнецова,"Член совета директоров МКПАО ""Т-Технологии""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,16,1,1,16,1,1,1,1,1,False
TATN,Аглиуллин Фаниль Анварович,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,0,1,False
TATN,Гайзатуллин Радик Рауфович,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TATN,Галиев Ренат Маратович,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,5,5,5,7,1,1,1,0,5,False
TATN,Гамиров Дамир Маратович,"Корпоративный секретарь - руководитель аппарата корпоративного секретаря ПАО ""Татнефть""",0,0,0,0,1,1,0,1,0,1,0.0,0,0,0,0.0,0,24,24,24,24,1,1,1,0,24,False
TATN,Гереч Ласло,"Независимый член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,0,1,0,1,0,0,1,0.0,0,0,0,0.0,0,14,14,14,14,1,1,1,1,1,False
TATN,Глухова Лариса Юрьевна,"Член Совета директоров ПАО ""Татнефть"", избрана 27.06.2024",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
TATN,Крюков Валерий Анатольевич,"Независимый член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,1,0,0,0,0,0,1,650.0,1,1,0,0.0,0,1,1,1,1,1,1,1,0,1,False
TATN,Маганов Наиль Ульфатович,"Генеральный директор ПАО ""Татнефть"" им. В.Д. Шашина; член Совета директоров, избранного 27.06.2024",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,32,32,32,51,1,1,1,1,32,True
TATN,Минниханов Рустам Нургалиевич,"Председатель Совета директоров ПАО ""Татнефть"" им. В.Д. Шашина; представитель Республики Татарстан по специальному праву",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,0,0,0,29,1,1,1,1,0,False
TATN,Мухамадеев Рустам Набиуллович,"Директор по персоналу / заместитель генерального директора по персоналу и социальному развитию ПАО ""Татнефть""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TATN,Неклюдов Сергей Вячеславович,"Независимый член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,36,1,1,1,1,1,False
TATN,Нурмухаметов Рафаиль Саитович,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,False
TATN,Сорокин Валерий Юрьевич,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
TATN,Сюбаев Нурислам Зинатулович,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TATN,Тахаутдинов Шафагат Фахразович,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,49,49,49,49,1,1,1,0,49,False
TATN,Тихтуров Евгений Александрович,"Директор по финансам / CFO ПАО ""Татнефть""",0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TATN,Халимов Рустам Хамисович,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TATN,Хисамов Раис Салихович,"Член Совета директоров ПАО ""Татнефть"", избран 27.06.2024",0,0,0,1,0,0,0,0,0,0,502.0,0,1,0,417.0,0,0,0,0,0,1,1,1,0,0,False
TGKA,Бикмурзин Альберт Фяритович,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; заместитель генерального директора по правовым и имущественным вопросам ООО ""Газпром энергохолдинг"".",0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,20,0,0,0,1,0,False
TGKA,Ведерчик Вадим Евгеньевич,"Управляющий директор ПАО ""ТГК-1""; член Совета директоров по входному CSV. В контексте 2024 года единоличный исполнительный орган ПАО ""ТГК-1"" осуществляла управляющая организация ООО ""Газпром энергохолдинг"", поэтому Ведерчик указан как подтвержденный операционный руководитель/CEO-equivalent, а не как генеральный директор.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,25,25,25,25,1,1,1,0,25,True
TGKA,Земляной Евгений Николаевич,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; заместитель генерального директора по экономике и финансам ООО ""Газпром энергохолдинг"".",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,13,1,1,1,1,0,False
TGKA,Иванников Александр Сергеевич,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; начальник/первый заместитель начальника финансово-экономического блока ПАО ""Газпром"" в раскрытых источниках.",0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,2,2,2,23,1,1,1,1,2,False
TGKA,Коробкина Ирина Юрьевна,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; заместитель начальника Управления ПАО ""Газпром"" и заместитель генерального директора ПАО ""Центрэнергохолдинг"".",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,20,0,0,0,1,0,False
TGKA,Максимова Антонина Николаевна,"Контакт по работе с инвесторами в CSV; корпоративный секретарь и начальник управления по корпоративным вопросам ПАО ""ТГК-1"" по локальному годовому отчету и контактам ГЭХ.",0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,14,14,14,14,1,1,1,0,14,False
TGKA,Маркелов Виталий Анатольевич,"Председатель Совета директоров ПАО ""ТГК-1"" по входному CSV; заместитель Председателя Правления ПАО ""Газпром"" в профильных биографиях.",0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,6,6,6,33,1,1,1,1,6,False
TGKA,Осин Никита Юрьевич,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; директор по экономике и финансам ООО ""Газпром энергохолдинг"".",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,17,0,0,0,1,0,False
TGKA,Рогов Александр Владимирович,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; заместитель начальника Управления - начальник отдела ПАО ""Газпром"".",0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,6,0,6,17,1,0,1,1,0,False
TGKA,Симдякин Вадим Михайлович,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; член Правления ПАО ""Газпром"" с 2023 года.",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2,0,0,0,1,0,False
TGKA,Станишевская Раиса Владимировна,"Главный бухгалтер ПАО ""ТГК-1"" по входному CSV и старым официальным раскрытиям ТГК-1.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,32,32,32,32,1,1,1,1,20,False
TGKA,Федоров Денис Владимирович,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; генеральный директор ООО ""Газпром энергохолдинг"" и начальник Управления ПАО ""Газпром"".",0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,10,10,10,30,1,1,1,1,10,False
TGKA,Шацкий Павел Олегович,"Член Совета директоров ПАО ""ТГК-1"" по входному CSV; первый заместитель генерального директора ООО ""Газпром энергохолдинг"".",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,12,1,1,1,1,2,False
TGKB,Васильев Олег Юрьевич,бывший член Правления; бывший технический директор ПАО «ТГК-2» в 2024 году,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,15,15,15,15,1,1,1,1,4,False
TGKB,Грабчак Евгений Петрович,председатель Совета директоров ПАО «ТГК-2»,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,6,1,1,1,0,1,False
TGKB,Данилов Иван Александрович,член Совета директоров ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
TGKB,Дьяконов Владимир Евгеньевич,бывший член Правления; бывший директор по ресурсообеспечению и логистике ПАО «ТГК-2» в 2024 году,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,4,4,4,12,1,1,1,1,4,False
TGKB,Зайцев Михаил Владимирович,член Совета директоров ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
TGKB,Зварыч Ольга Владимировна,член Правления; начальник управления социально-трудовых отношений и подготовки персонала ПАО «ТГК-2»,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,9,9,9,13,1,1,1,1,3,False
TGKB,Земляной Евгений Николаевич,член Совета директоров ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,6,1,1,1,1,1,False
TGKB,Иванова Юлия Валентиновна,председатель Правления; исполняющая обязанности генерального директора ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,12,12,12,14,1,1,1,1,12,True
TGKB,Карпов Илья Игоревич,член Совета директоров ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
TGKB,Корниенко Андрей Владимирович,член Правления; начальник управления корпоративной защиты ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,16,1,1,1,1,6,False
TGKB,Костенко Глеб Александрович,член Совета директоров ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,0,1,False
TGKB,Медведева Елена Анатольевна,член Совета директоров ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,0,1,False
TGKB,Пермякова Ольга Сергеевна,заместитель председателя Правления; заместитель генерального директора по экономике и финансам ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,27,27,27,30,1,1,1,1,11,False
TGKB,Серова Ольга Викторовна,член Правления; заместитель генерального директора по энергосбытовой деятельности ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,9,9,9,9,1,1,1,0,9,False
TGKB,Ушаков Александр Владимирович,член Совета директоров ПАО «ТГК-2»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
TGKB,Федоров Денис Владимирович,член Совета директоров ПАО «ТГК-2»,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
TGKB,Царева Валентина Валерьевна,бывший член Правления; бывший директор по правовым вопросам ПАО «ТГК-2» в 2024 году,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,11,1,1,1,1,4,False
TRMK,Венде Франк-Детлеф,независимый член Совета директоров ПАО «ТМК»,0,0,0,1,0,0,0,0,0,0,0.0,0,1,4,0.0,0,6,6,6,12,1,1,1,0,6,False
TRMK,Каплунов Андрей Юрьевич,вице-президент ПАО «ТМК»; член Совета директоров,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,20,20,20,26,1,1,1,1,20,False
TRMK,Кузьминов Ярослав Иванович,независимый член Совета директоров ПАО «ТМК»,0,0,0,1,0,0,0,0,0,1,0.0,0,1,11,0.0,0,7,7,7,12,1,1,1,0,7,False
TRMK,Оборский Владимир Брониславович,заместитель генерального директора ПАО «ТМК» по маркетингу,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,27,27,27,27,1,1,1,1,20,False
TRMK,Папин Денис,руководитель направления по устойчивому развитию ПАО «ТМК»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TRMK,Петросян Тигран Ишханович,член Совета директоров ПАО «ТМК»,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,24,24,24,24,1,1,1,1,24,False
TRMK,Позолотина Елена Ивановна,заместитель генерального директора по управлению персоналом; директор Корпоративного университета TMK2U,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,20,20,20,20,1,1,1,0,20,False
TRMK,Попов Михаил Владимирович,член Совета директоров ПАО «ТМК»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,6,1,1,1,0,6,False
TRMK,Пышминцев Игорь Юрьевич,директор по научной работе ПАО «ТМК»; генеральный директор Научно-технического центра ТМК,0,0,0,1,0,0,0,0,0,0,338.0,1,1,34,1.0,1,0,0,0,0,1,1,1,1,0,False
TRMK,Пьянков Борис Григорьевич,технический директор ПАО «ТМК»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,28,28,28,28,1,1,1,0,7,False
TRMK,Романенко Алексей Михайлович,член Совета директоров ПАО «ТМК»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,25,1,1,1,1,0,False
TRMK,Чикалов Сергей Геннадьевич,генеральный директор ПАО «ТМК»; председатель Правления; член Совета директоров,0,0,0,1,0,0,0,0,0,0,1.0,1,1,30,2.0,1,2,2,2,11,1,1,1,1,2,True
TRMK,Ширяев Александр Георгиевич,член Совета директоров ПАО «ТМК»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,19,19,19,19,1,1,1,0,19,False
TRMK,Шматович Владимир Владимирович,член Совета директоров ПАО «ТМК»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,20,20,20,26,1,1,1,1,20,False
TRMK,Якоб Дмитрий,заместитель генерального директора ПАО «ТМК» по информационным технологиям,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,6,1,1,1,0,6,False
TRNFP,Андронов Сергей Александрович,вице-президент ПАО «Транснефть»; член Правления,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TRNFP,Бадалов Андрей Юрьевич,"вице-президент по цифровой трансформации, информационным технологиям и информационной безопасности ПАО «Транснефть»; член Правления",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,13,1,1,1,1,6,False
TRNFP,Гришанин Максим Сергеевич,первый вице-президент ПАО «Транснефть»; член Правления,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TRNFP,Дмитриев Кирилл Александрович,генеральный директор Российского фонда прямых инвестиций; член Совета директоров ПАО «Транснефть»,0,1,0,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,0,0,0,14,0,0,0,1,0,False
TRNFP,Ефремов Александр Михайлович,,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False
TRNFP,Каланда Владимир Александрович,"вице-президент по правовому обеспечению, взаимодействию с государственными органами и внешним коммуникациям ПАО «Транснефть»; член Правления",0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TRNFP,Король Борис Михайлович,вице-президент по управлению персоналом и административно-хозяйственной деятельности ПАО «Транснефть»; член Правления,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TRNFP,Корсик Александр Леонидович,"независимый директор, член Совета директоров ПАО «Транснефть»",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,5,5,5,5,1,1,1,1,0,False
TRNFP,Новак Александр Валентинович,заместитель Председателя Правительства Российской Федерации; председатель Совета директоров ПАО «Транснефть»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,14,1,1,1,0,0,False
TRNFP,Ревель-Муроз Павел Александрович,вице-президент ПАО «Транснефть»; член Правления,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TRNFP,Савкин Владимир Васильевич,директор департамента информационных технологий и цифрового развития ПАО «Транснефть»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TRNFP,Сазанов Алексей Валерьевич,статс-секретарь — заместитель Министра финансов Российской Федерации; член Совета директоров ПАО «Транснефть»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,False
TRNFP,Салыгин Валерий Иванович,директор Международного института энергетической политики и дипломатии МГИМО МИД России; независимый директор ПАО «Транснефть»,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,0,0,1,1,1,1,0,False
TRNFP,Скворцов Вячеслав Михайлович,вице-президент по безопасности ПАО «Транснефть»; член Правления,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
TRNFP,Сорокин Павел Юрьевич,первый заместитель Министра энергетики Российской Федерации; член Совета директоров ПАО «Транснефть»,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,False
TRNFP,Токарев Николай Петрович,"председатель Правления, президент ПАО «Транснефть»",0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0,26,26,26,26,1,1,1,1,18,True
